doc_id,court_code,judgment_code,justice_kind,category_code,cause_num,adjudication_date,receipt_date,judge,doc_url,status,date_publ
71388865,512,5.0,2.0,2002.0,225/3518/17,2017-12-27 00:00:00+02,2018-01-02 00:00:00+02,Челюбєєв Є. В.,http://od.reyestr.court.gov.ua/files/35/31f10c368d713b0026217776a2bcd42f.rtf,1,2018-01-04 00:00:00+02
71389128,529,5.0,2.0,2002.0,235/5174/16-к,2017-12-28 00:00:00+02,2018-01-02 00:00:00+02,Карабан І. І.,http://od.reyestr.court.gov.ua/files/35/c049c87e08b7e3c000ab6993da65bf73.rtf,1,2018-01-04 00:00:00+02
71383232,491,5.0,2.0,2002.0,210/2789/15-к,2017-12-28 00:00:00+02,2018-01-02 00:00:00+02,Мажара С. Б.,http://od.reyestr.court.gov.ua/files/35/1152ab050c9ad715e81ecee77cbeabe8.rtf,1,2018-01-04 00:00:00+02
71384183,1230,5.0,2.0,2002.0,408/8007/16-к,2017-12-22 00:00:00+02,2018-01-02 00:00:00+02,Березка О. М.,http://od.reyestr.court.gov.ua/files/35/b765eea5f809f567f78c81b23aa061ca.rtf,1,2018-01-04 00:00:00+02
71386965,2034,5.0,2.0,2002.0,619/3977/17,2017-12-26 00:00:00+02,2018-01-02 00:00:00+02,Шинкарчук Я. А.,http://od.reyestr.court.gov.ua/files/35/9582c89fe52289a1e5a0d48b1ddc19ef.rtf,1,2018-01-04 00:00:00+02
71376169,2107,5.0,2.0,2002.0,653/504/16-к,2016-10-27 00:00:00+03,2018-01-02 00:00:00+02,Крапівіна О. П.,http://od.reyestr.court.gov.ua/files/35/e51ebe406cfaf0c84e04b3a984b60bf6.rtf,1,2018-01-04 00:00:00+02
71376172,2107,5.0,2.0,2002.0,653/504/16-к,2016-11-30 00:00:00+02,2018-01-02 00:00:00+02,Крапівіна О. П.,http://od.reyestr.court.gov.ua/files/35/8f838453c6030db1f9514b18eb8865a5.rtf,1,2018-01-04 00:00:00+02
71376182,2107,5.0,2.0,2002.0,653/504/16-к,2017-02-21 00:00:00+02,2018-01-02 00:00:00+02,Крапівіна О. П.,http://od.reyestr.court.gov.ua/files/35/683bb1f440a75061ae71eb3b84adc2ff.rtf,1,2018-01-04 00:00:00+02
71376229,2107,5.0,2.0,2002.0,653/504/16-к,2017-04-14 00:00:00+03,2018-01-02 00:00:00+02,Крапівіна О. П.,http://od.reyestr.court.gov.ua/files/35/e9630d2cf930f92e798e3adb6a94da42.rtf,1,2018-01-04 00:00:00+02
71386572,2030,5.0,2.0,2002.0,631/1057/15-к,2017-12-26 00:00:00+02,2018-01-02 00:00:00+02,Васянович Г. М.,http://od.reyestr.court.gov.ua/files/35/0c033bf396459ea65e0ba7b6fcb1ee6d.rtf,1,2018-01-04 00:00:00+02
